stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
expect life	life expectancy	life expectancy|&|Life expectancy	2	70,813771937	374,19995281	184,117098063	44,0	1560,0	 
etiquett social	social etiquette	social etiquette	2	14,1627543874	96,3156476199	181,747644526	9,0	335,0	 
post-high school	post-high school	post-high school	2	14,1627543874	97,983779825	224,01140265	8,0	307,0	 
core subject	core subjects	core subjects|&|core subject	2	29,8991481512	184,317511506	188,493498171	17,0	657,0	 
point tip	tipping point	tipping point	2	26,7518693984	164,915668189	184,024255522	17,0	402,0	 
children harlem	Harlem Children	Harlem Children	2	31,4727875276	192,21949855	222,57087146	18,0	684,0	 
debt loan student	student loan debt	student loan debt	3	21,8428298869	143,464651012	222,131510312	9,0	308,0	 
board school	school board	school board|&|boarding school|&|school boards|&|School Board|&|boarding schools|&|School board|&|school and board	2	62,9455750551	344,40631845	253,888655797	36,0	1250,0	 
group right	rights groups	rights groups|&|groups rights|&|rights of these groups	2	14,1627543874	97,983779825	171,195744447	8,0	206,0	 
organ plan	organization plans	organization plans|&|plans for this organization	2	26,7518693984	174,233523385	208,003961655	12,0	520,0	 
activ crimin	criminal activity	criminal activity|&|criminal activities	2	67,6664931843	364,515090413	220,206021311	37,0	1635,0	 
bottom line	bottom line	bottom line	2	61,3719356788	335,796160488	215,902512559	50,0	1537,0	 
nation park	national park	national park|&|National Parks	2	25,1782300221	166,175285062	175,141917054	11,0	411,0	 
issu legal	legal issues	legal issues	2	33,046426904	205,722781956	170,293383881	16,0	535,0	 
school urban	urban schools	urban schools|&|urban school	2	28,3255087748	182,215303754	220,466505049	13,0	467,0	 
baltimor citi	Baltimore City	Baltimore City|&|Baltimore city|&|city Baltimore|&|city of Baltimore	2	40,9146237858	252,223963113	183,646867253	17,0	753,0	 
core valu	core values	core values	2	56,6510175496	313,400133119	176,501698595	32,0	1233,0	 
decis life	life decisions	life decisions|&|decisions in life|&|life and decisions	2	17,3100331402	114,24550848	265,522749255	11,0	455,0	 
rate unemploy youth	youth unemployment rate	youth unemployment rate|&|Youth unemployment rate|&|youth unemployment rates|&|rate of youth unemployment|&|unemployment rates amongst youth|&|unemployment rate amongst the youth	3	61,5570660448	334,443436349	1562,31856204	30,0	1130,0	 
commun leader local	local community leaders	local community leaders|&|local community and leaders	3	15,8856944632	106,208993326	427,504940953	8,0	262,0	 
post secondari	post secondary	post secondary	2	14,1627543874	97,983779825	244,052126254	19,0	781,0	 
haitian peopl	Haitian people	Haitian people	2	18,8836725165	136,077533812	175,562029814	6,0	167,0	 
healthcar qualiti	quality healthcare	quality healthcare	2	15,7363937638	108,870866472	309,262861854	8,0	253,0	 
fun way	fun way	fun way	2	14,1627543874	96,3156476199	275,754360575	9,0	241,0	 
manag practic	management practices	management practices|&|practice management|&|management practice	2	33,046426904	200,043745002	287,963524559	24,0	820,0	 
diet-rel diseas	diet-related diseases	diet-related diseases|&|diet-related disease	2	20,4573118929	144,26381976	289,034704139	7,0	211,0	 
colleg visit	college visits	college visits	2	14,1627543874	97,983779825	282,655737462	8,0	378,0	 
art program	arts programs	arts programs|&|art programs|&|arts program|&|art program|&|Arts Program|&|Arts program|&|Art programs	2	119,596592605	582,521498421	212,092918916	62,0	2255,0	 
american cultur	American culture	American culture|&|culture of American	2	15,7363937638	105,359391683	198,968672814	10,0	442,0	 
commun corpor develop	Community Development Corporation	Community Development Corporation	3	19,857118079	132,761241658	417,768973593	8,0	269,0	 
black girl	Black Girls	Black Girls|&|Black girls|&|black girls	2	23,6045906457	163,306299708	216,881048466	15,0	646,0	 
elementari student	elementary students	elementary students	2	14,1627543874	96,3156476199	223,652564577	9,0	360,0	 
mentor other	mentor others	mentor others|&|mentor other|&|other mentors	2	33,046426904	198,348684898	244,634009983	20,0	737,0	 
develop program youth	youth development programs	youth development programs|&|youth development program	3	19,857118079	128,330253811	526,553113125	10,0	530,0	 
conserv environment	environmental conservation	environmental conservation	2	64,5192144315	356,927929386	224,990021326	32,0	1259,0	 
power system	power systems	power systems|&|Power Systems|&|power system|&|system of power	2	22,0309512693	152,419213061	183,135226618	11,0	301,0	 
audienc broader	broader audience	broader audience	2	18,8836725165	122,988369448	194,210687998	12,0	406,0	 
chang posit	positive change	positive change|&|positive changes	2	215,588594564	905,917006569	172,084146947	130,0	4418,0	 
lack problem	problem of lack	problem of lack|&|problem of a lack|&|problem of the lack	3	14,1627543874	96,3156476199	254,760269627	9,0	260,0	 
activ physic	physical activity	physical activity|&|physical activities	2	89,6974444536	465,636633841	213,858545183	47,0	1580,0	 
fifth year	fifth year	fifth year	2	47,2091812914	267,470685322	184,426518978	34,0	1127,0	 
relationship trust	trusting relationship	trusting relationship|&|relationships and trust|&|relationships of trust|&|trust and relationships	2	20,4573118929	133,237400236	181,203144005	12,0	443,0	 
boy citi inner	inner city boys	inner city boys	3	13,8999826553	106,566378765	224,023988775	3,0	118,0	 
public school system	public school system	public school system|&|Public School system|&|Public School System|&|public school systems	3	101,271302203	506,768451674	1468,2376053	43,0	1969,0	 
black gay men young	young black gay men	young black gay men	4	21,8428298869	161,177661775	176,607575251	4,0	111,0	 
consum demand	consumer demand	consumer demand	2	18,8836725165	126,431270019	172,107199356	10,0	260,0	 
luther martin	Martin Luther	Martin Luther	2	17,3100331402	117,719124869	171,048319886	9,0	249,0	 
develop tool	development tools	development tools|&|developing tools|&|developed tools|&|tool for development|&|development the tools|&|tool development|&|development tool	2	34,6200662803	204,494215627	190,504511237	22,0	713,0	 
care health qualiti	quality health care	quality health care|&|health care quality|&|quality of health care	3	17,8714062711	119,485117492	346,695091722	8,0	257,0	 
own solut	own solutions	own solutions	2	14,1627543874	96,3156476199	225,132376386	9,0	294,0	 
troubl youth	troubled youth	troubled youth	2	22,0309512693	143,486431023	182,353081722	12,0	458,0	 
conserv educ	conservation education	conservation education|&|conservation and education	2	22,0309512693	149,824340742	268,348129138	9,0	417,0	 
gender inequ	gender inequality	gender inequality|&|gender inequalities|&|gender inequity	2	44,0619025386	254,632783787	211,827929977	25,0	957,0	 
perform student	student performance	student performance|&|Student performance|&|performance of the students|&|students performance|&|performance of all students|&|performance for each student	2	64,5192144315	356,927929386	195,949759744	33,0	1285,0	 
program staff	program staff	program staff|&|Program staff	2	31,4727875276	195,926459005	202,851028039	16,0	585,0	 
boy color	boys of color	boys of color	3	15,7363937638	116,267028652	190,746412817	5,0	274,0	 
manag time	time management	time management|&|Time Management	2	48,7828206677	273,020707955	212,004395592	32,0	1210,0	 
primari school	primary schools	primary schools|&|primary school|&|Primary School|&|Primary Schools|&|Primary school	2	248,635021468	1084,82574113	566,250579737	104,0	3974,0	 
foundat report schott	Schott Foundation Report	Schott Foundation Report|&|Schott Foundation report|&|report by Schott Foundation|&|report from the Schott Foundation|&|report by the Schott Foundation	3	17,8714062711	117,38016901	371,895180087	9,0	421,0	 
place youth	place youth	place youth|&|places youth|&|youth a place|&|place the youth	2	14,1627543874	96,3156476199	175,512077995	9,0	377,0	 
employ perman	permanent employment	permanent employment	2	15,7363937638	108,870866472	222,806771661	8,0	250,0	 
phone smart	smart phones	smart phones|&|smart phone	2	40,9146237858	243,578331043	217,257156328	21,0	506,0	 
opportun peopl	opportunity for people	opportunity for people|&|opportunities for people|&|people the opportunity|&|people opportunities|&|people opportunity|&|opportunities if people|&|opportunity for the people|&|people an opportunity	3	36,1937056567	213,789407247	172,773164153	24,0	652,0	 
men opportun young	opportunity for young men	opportunity for young men|&|opportunity for these young men|&|young men the opportunity|&|young men through opportunities|&|opportunities for young men|&|opportunities for the young men|&|opportunity for the young men	4	15,8856944632	106,208993326	375,2085848	8,0	344,0	 
cours short	short courses	short courses|&|short course	2	15,7363937638	105,359391683	186,709124783	10,0	292,0	 
democrat process	democratic process	democratic process|&|democratic processes|&|democratization process|&|process of democratization	2	33,046426904	203,719354822	186,452747598	17,0	533,0	 
hour servic	service hours	service hours|&|hours of service	2	29,8991481512	180,991959763	444,095308024	34,0	1441,0	 
classroom experi	classroom experience	classroom experience|&|experience in the classroom	2	14,1627543874	96,3156476199	284,235164688	9,0	297,0	 
america corpor	corporate America	corporate America	2	28,3255087748	182,215303754	197,646215171	13,0	521,0	 
number target	target number	target number|&|target numbers|&|target a number	2	17,3100331402	114,24550848	248,79043694	11,0	375,0	 
local program	Local programs	Local programs|&|local programs	2	14,1627543874	96,3156476199	231,918336211	9,0	303,0	 
graduat rate school	school graduation rate	school graduation rate|&|school graduation rates|&|School graduation rate|&|School graduation rates	3	45,6713715817	257,119481718	2647,05854577	85,0	3579,0	 
facil train	training facilities	training facilities	2	14,1627543874	97,983779825	193,213297192	8,0	334,0	 
virginia west	West Virginia	West Virginia	2	18,8836725165	139,520434383	190,327910022	5,0	125,0	 
academ improv	academic improvement	academic improvement|&|academic improvements|&|improved academics	2	34,6200662803	204,494215627	353,316487779	22,0	857,0	 
program sever	several programs	several programs|&|Several programs	2	44,0619025386	249,6393063	187,177565527	28,0	1074,0	 
network youth	youth network	youth network|&|Youth Network|&|network because youth	2	14,1627543874	96,3156476199	178,358560135	9,0	264,0	 
session workshop	workshop sessions	workshop sessions	2	14,1627543874	99,8749521417	224,301751915	7,0	302,0	 
afford food	affordable food	affordable food|&|affordable foods	2	26,7518693984	168,264016243	479,102005669	15,0	518,0	 
low number	low number	low number|&|low numbers	2	20,4573118929	131,5999416	172,183990442	13,0	465,0	 
margin popul	marginalized populations	marginalized populations|&|marginalized population	2	20,4573118929	131,5999416	255,642602451	13,0	453,0	 
activ gener incom	income generating activities	income generating activities|&|income generating activity|&|income generation activities|&|Income Generating Activities	3	154,885521016	718,379712006	1611,1774419	62,0	2483,0	 
art martial	martial arts	martial arts|&|Martial Arts|&|martial art	2	44,0619025386	271,625806429	196,681213479	17,0	505,0	 
necessari skill	necessary skills	necessary skills	2	56,6510175496	309,965686605	211,673572519	37,0	1302,0	 
particip workshop	workshop participants	workshop participants	2	15,7363937638	105,359391683	175,362429965	10,0	484,0	 
demonstr farm	demonstration farm	demonstration farm|&|demonstration farms|&|farm demonstration	2	34,6200662803	213,42027648	287,762987135	17,0	606,0	 
matter organ	organic matter	organic matter	2	15,7363937638	116,267028652	288,703592843	5,0	191,0	 
commun garden	community gardens	community gardens|&|community garden|&|Community Garden	2	124,317510734	605,515768095	298,849406325	65,0	2336,0	 
drop-out rate	drop-out rates	drop-out rates|&|drop-out rate	2	29,8991481512	186,130136055	175,774954113	33,0	1351,0	 
graduat school	school graduation	school graduation|&|graduate school|&|school graduates|&|School graduation|&|school graduate|&|School Graduation|&|school graduations|&|graduate from school|&|School graduates|&|school or graduate|&|graduates from this school|&|graduate from the school	2	160,511216391	713,30821012	3016,75815788	243,0	9629,0	 
