stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
qualiti	quality	quality|&|Quality|&|qualities|&|QUALITY	1	862,791780532	1879,82012248	361,063109375	1256,0	168661,0	 
racism	racism	racism|&|Racism	1	82,4070400278	384,439727189	155,320038492	63,0	10976,0	 
entrepreneurship skill	entrepreneurship skills	entrepreneurship skills|&|entrepreneurship or skills	2	51,9300994205	259,106585157	223,564748756	26,0	3754,0	 
household level	household level	household level|&|household levels	2	34,6200662803	180,131672946	233,781288197	21,0	3296,0	 
area urban	urban areas	urban areas|&|urban area	2	259,650497102	852,894236203	276,687187724	143,0	19528,0	 
owner	owners	owners|&|owner|&|Owners	1	187,649765846	709,490568472	288,612110207	244,0	34279,0	 
impact number	impact by the number	impact by the number|&|impact through the number|&|impact by number|&|impact by the numbers|&|impact numbers|&|impact with the number|&|impact on the number|&|impact through a number|&|impact via the number|&|impact in a number|&|impact in numbers|&|impact with number|&|impact through numbers|&|impact over the number	4	47,2091812914	228,795767382	168,912118488	38,0	4395,0	 
servic support	support services	support services|&|supportive services|&|Support Services|&|support service|&|service support|&|services and support|&|support and services|&|services that support|&|service and support|&|services in support	2	212,441315811	755,499683283	271,866140332	113,0	16390,0	 
prioriti	priority	priority|&|priorities|&|Priority	1	217,435442965	758,377325396	125,563678424	210,0	31176,0	 
literaci skill	literacy skills	literacy skills	2	44,0619025386	221,576150889	203,032567877	29,0	3979,0	 
skill social	social skills	social skills	2	70,813771937	326,454070054	223,998319278	38,0	5344,0	 
system	system	system|&|systems|&|System|&|Systems|&|SYSTEM|&|systemize	1	1896,35477654	3060,61897686	304,621229961	1960,0	262303,0	 
messag	message	message|&|messages|&|Message	1	349,48527819	1120,77312856	312,828359891	287,0	39818,0	 
art media	media arts	media arts|&|Media Arts|&|media and arts	2	34,6200662803	194,168901863	215,39520557	14,0	2015,0	 
new york	New York	New York	2	281,681448372	909,927632056	390,182224365	264,0	36219,0	 
expenditur	expenditures	expenditures|&|expenditure	1	58,578498333	273,27643258	205,509292958	57,0	7970,0	 
interfac	interface	interface|&|interfaces|&|Interface	1	67,5142014685	317,374145883	229,100378213	64,0	8101,0	 
accessori	accessories	accessories|&|accessory	1	55,5999306211	267,789452178	216,82610031	53,0	6597,0	 
challeng social	social challenges	social challenges|&|social challenge|&|challenge social	2	62,9455750551	299,061669099	184,858071068	33,0	4545,0	 
progress track	track progress	track progress|&|track the progress|&|tracking progress|&|track of progress|&|progress tracking|&|track this progress	2	61,3719356788	282,926860714	435,894410964	38,0	5064,0	 
more peopl	more people	more people|&|people more	2	198,278561424	682,792365159	170,969416721	126,0	16410,0	 
girl young	young girls	young girls|&|young girl	2	100,712920088	445,048502174	151,061678569	46,0	6607,0	 
financi support	financial support	financial support	2	107,007477594	437,525703651	200,883092591	64,0	8657,0	 
co-op	co-op	co-op|&|co-ops|&|Co-op|&|co-operatives|&|Co-operative	1	140,985538361	622,835185259	173,023352546	73,0	10381,0	 
methodolog	methodology	methodology|&|methodologies|&|Methodology	1	228,356857908	790,379460064	130,066013234	190,0	27185,0	 
job skill	job skills	job skills|&|job skill|&|jobs skills|&|skills on the job|&|skills and jobs|&|jobs and skills	2	108,58111697	458,458892937	340,185891308	58,0	7998,0	 
mother singl	single mothers	single mothers|&|single mother	2	136,906625745	564,122139771	324,312567287	62,0	8800,0	 
health poor	poor health	poor health	2	64,5192144315	297,435930494	148,644342137	38,0	5561,0	 
center resourc	resource center	resource center|&|Resource Center|&|resource centers	2	110,154756347	473,266570335	279,220833332	52,0	7526,0	 
academi	Academy	Academy|&|academy|&|academies|&|Academies|&|ACADEMY	1	352,463845902	1179,65814273	512,234144397	270,0	37526,0	 
commun issu	community issues	community issues|&|issues of the community	2	34,6200662803	180,131672946	132,241554695	21,0	2837,0	 
new project	new projects	new projects|&|new project	2	44,0619025386	218,185100995	195,829150006	27,0	3518,0	 
health impact	health impact	health impact|&|health impacts|&|impact health|&|impact the health|&|impact on health	2	48,7828206677	241,562076102	135,043450634	27,0	3916,0	 
develop life skill	life skills development	life skills development|&|life skill development|&|development in life skills	3	37,7285243501	193,346026476	170,989942091	18,0	3074,0	 
develop intern	international development	international development|&|International Development|&|Development International	2	51,9300994205	255,258150796	138,621021107	28,0	3892,0	 
food product	food production	food production|&|food products|&|Food production|&|production of food|&|food and products|&|production of the food	2	232,898627704	824,016867474	628,816601931	113,0	16393,0	 
structur	structure	structure|&|structures	1	527,206484997	1394,14385515	139,240858322	490,0	68440,0	 
charact	character	character|&|characters|&|Character	1	241,26398466	838,892907885	519,888549589	225,0	32337,0	 
entrepreneurship youth	youth entrepreneurship	youth entrepreneurship|&|Youth Entrepreneurship|&|youth with entrepreneurship|&|youth about entrepreneurship|&|entrepreneurship among the youth	2	51,9300994205	251,67534412	268,589705043	30,0	4144,0	 
develop skill	skill development	skill development|&|skills development|&|development skills|&|developing skills|&|Skills Development|&|Skill Development	2	261,224136479	856,242907556	404,387127566	170,0	24559,0	 
digniti	dignity	dignity|&|Dignity	1	99,2855903949	418,94021429	162,106017674	106,0	15053,0	 
food servic	food service	food service|&|food services	2	58,224656926	302,948722683	211,766379353	21,0	2646,0	 
help other	helping others	helping others|&|help others|&|help of others|&|help from others	2	40,9146237858	204,144582245	166,462823762	26,0	3882,0	 
india	India	India	1	773,434749176	2242,99238417	586,277037773	344,0	43640,0	 
psycholog	psychology	psychology|&|Psychology	1	57,585642429	275,04962829	145,706220975	52,0	7256,0	 
exhibit	exhibit	exhibit|&|exhibitions|&|exhibition|&|exhibits|&|Exhibition	1	194,599757174	755,021686762	296,363646442	129,0	18175,0	 
function	function	function|&|functions|&|functionality	1	274,02822949	892,54965235	168,224365887	238,0	31752,0	 
parent support	parental support	parental support|&|parent support|&|support parents|&|support parent|&|parent with support|&|support from parents|&|parents support|&|support for parents|&|support the parent|&|support of parents	2	37,7673450331	196,507279578	199,168624846	21,0	2936,0	 
viewer	viewers	viewers|&|viewer	1	64,5356337567	312,157721474	243,040295516	48,0	6000,0	 
number track	track the number	track the number|&|track number|&|track of the number|&|track these numbers|&|track a number|&|track by the number|&|track of the numbers|&|track the numbers	3	132,185707616	521,281941336	497,61361548	74,0	9983,0	 
partnership	partnerships	partnerships|&|partnership|&|Partnership|&|Partnerships|&|PARTNERSHIP	1	989,877336237	2011,78724166	359,867007244	932,0	129392,0	 
educ program	education programs	education programs|&|education program|&|educational programs|&|educational program|&|Education Program|&|Education program|&|program of education|&|program of Education	2	424,882631622	1218,44665519	203,328243394	221,0	32043,0	 
off-grid	off-grid	off-grid	1	35,7428125422	204,179068398	459,901173803	22,0	2763,0	 
drink water	drinking water	drinking water	2	53,5037387969	262,993246274	263,361485472	29,0	4505,0	 
project work	project work	project work|&|project works|&|work projects|&|work on projects|&|work on project|&|work project|&|work on these projects|&|project or work|&|projects they work|&|work on this project|&|project in the works|&|work on a project|&|projects on work|&|project we work|&|work in these projects	2	53,5037387969	255,848817522	147,373477043	32,0	4254,0	 
immigr	immigrants	immigrants|&|immigrant|&|immigration|&|Immigration|&|Immigrants	1	372,320963981	1435,7266386	157,329610345	151,0	21613,0	 
uganda	Uganda	Uganda|&|uganda|&|UGANDA	1	491,463672455	1574,08532059	422,88220561	265,0	35504,0	 
cohes	cohesion	cohesion|&|cohesiveness|&|Cohesion	1	37,7285243501	196,628837331	124,169078358	55,0	7639,0	 
need	Needs	Needs|&|NEED|&|NEEDS	1	39,714236158	204,640917993	170,500429184	43,0	4996,0	 
art commun	community arts	community arts|&|arts community|&|community art|&|art community|&|arts & community|&|arts in the community|&|arts as community|&|art and community|&|community through art|&|art within community|&|community via art|&|arts in every community|&|arts and community	2	56,6510175496	272,69734403	427,320401783	31,0	4318,0	 
health issu mental	mental health issues	mental health issues	3	61,5570660448	300,370287017	127,788249628	23,0	3631,0	 
aa male	AA males	AA males	2	45,635541915	259,331873562	258,767584709	13,0	2073,0	 
dropout school	school dropout	school dropout|&|school dropouts|&|dropout of school|&|dropouts from the school	2	89,6974444536	383,665632862	407,271042733	132,0	21102,0	 
uptak	uptake	uptake	1	33,7571007343	180,292878416	129,813644011	29,0	4259,0	 
applic colleg	college application	college application|&|college applications	2	59,7982963024	289,807972017	455,701502994	38,0	5238,0	 
progress student	student progress	student progress|&|students progress|&|progress students|&|progress of students|&|student as they progress|&|progress of every student|&|progress of the students	2	45,635541915	225,977426031	349,446705267	33,0	4852,0	 
economi global	global economy	global economy|&|global economies	2	44,0619025386	219,848011649	153,769565453	26,0	3631,0	 
access inform	access information	access information|&|information access|&|information and access|&|access the information|&|access any information|&|access and information	2	53,5037387969	257,547491584	174,459579738	31,0	4374,0	 
mit	MIT	MIT	1	60,5642101409	286,946653286	165,936272818	53,0	7508,0	 
crimin record	criminal records	criminal records|&|criminal record	2	39,3409844095	204,695082894	162,287193523	21,0	3237,0	 
perform school	school performance	school performance|&|performance in school|&|performance school|&|performance throughout a school|&|performance in the school	2	48,7828206677	238,076106277	354,294133712	35,0	4941,0	 
particip program	program participants	program participants|&|Program participants|&|program participant|&|program participation|&|participation in the program|&|participants in the program|&|participants of this program|&|participants of the program|&|program and participants|&|participants from the program|&|program on participants|&|participants program|&|Participants in this program|&|participant program|&|Participants of this program|&|participants per program|&|Participants in the program|&|program for participants|&|participants on the program|&|Participants of the program|&|participation with program	2	344,627023427	1093,3115863	725,494165302	160,0	23519,0	 
age group	age group	age group|&|age groups	2	125,89115011	507,104018577	360,59486832	72,0	10394,0	 
agenda	agenda	agenda|&|agendas|&|Agenda	1	124,106987994	499,661203919	180,318036645	128,0	18722,0	 
deploy	deployment	deployment|&|deployments|&|deploys|&|Deployment	1	57,585642429	276,189975305	257,703781456	50,0	6314,0	 
rate unemploy	unemployment rate	unemployment rate|&|unemployment rates|&|rate of unemployment|&|Unemployment rate	2	396,557122847	1144,59489794	1914,14874064	266,0	36755,0	 
middl school student	middle school students	middle school students|&|students in middle school|&|students in the middle school	3	77,442760508	357,308413166	264,482120953	30,0	4141,0	 
galleri	gallery	gallery|&|galleries|&|Gallery	1	87,3713195475	415,620093621	541,522392022	60,0	7890,0	 
home parent singl	single parent homes	single parent homes|&|single parent home	3	69,4999132764	314,0373472	386,486913642	33,0	5225,0	 
challeng major	major challenge	major challenge|&|major challenges	2	37,7673450331	191,4641534	184,902622048	24,0	2998,0	 
citi major	major cities	major cities|&|major city	2	67,6664931843	308,474162919	188,335940731	40,0	5379,0	 
charact develop	character development	character development	2	51,9300994205	255,258150796	211,70613817	32,0	5082,0	 
payment	payment	payment|&|payments	1	178,714062711	673,13383358	313,299276959	154,0	22252,0	 
placement	placement	placement|&|placements|&|Placement	1	173,749783191	664,659195658	550,724957235	216,0	31249,0	 
capac develop	capacity development	capacity development|&|development capacity|&|development of capacity	2	37,7673450331	191,4641534	203,449388041	24,0	3520,0	 
manag time	time management	time management|&|Time Management	2	48,7828206677	239,787959838	325,900313056	28,0	3933,0	 
face	face	face|&|Face|&|FACE	1	448,770868585	1241,0237736	190,86946622	571,0	80753,0	 
1,000	1,000	1,000	1	182,685486327	664,843483116	153,161833685	214,0	28030,0	 
capita	capita	capita	1	42,6928038698	213,23396042	136,620349969	68,0	8852,0	 
poverti rural	rural poverty	rural poverty	2	34,6200662803	183,596568915	126,329740029	19,0	3216,0	 
develop organiz	organizational development	organizational development	2	33,046426904	173,556210224	129,749004701	20,0	2552,0	 
nutrit	nutrition	nutrition|&|Nutrition	1	324,663880591	1056,08687991	565,507693315	310,0	44940,0	 
develop research	research and development	research and development|&|research & development|&|development research|&|development and research	3	34,6200662803	181,820791664	174,786771916	20,0	2437,0	 
text	text	text|&|texts|&|Text	1	140,985538361	575,673637399	189,412130641	129,0	17638,0	 
stove	stoves	stoves|&|stove|&|Stoves|&|Stove	1	185,664054038	883,192698945	519,269182031	64,0	8664,0	 
commun poor	poor communities	poor communities|&|poor community	2	66,0928538079	301,300345177	157,752352348	40,0	5552,0	 
job seeker	job seekers	job seekers|&|job seeker	2	75,5346900662	361,198330619	249,988212306	32,0	4269,0	 
experi share	share experiences	share experiences|&|shared experience|&|shared experiences|&|share experience|&|sharing experience|&|share the experience|&|share this experience|&|share that experience|&|experience sharing	2	69,2401325607	315,647980661	198,253287253	40,0	5419,0	 
